lat,lng,postalCode,data_updated_at,data_count_grass_pollen,data_count_tree_pollen,data_count_weed_pollen
32.222,-95.2266,75791,2023-02-19 02:00:00+00:00,0,210,0
32.4662,-95.1246,75792,2023-02-19 02:00:00+00:00,0,96,0
32.4112,-95.2899,75799,2023-02-19 02:00:00+00:00,0,225,0
31.962,-99.9551,79567,2023-02-19 02:00:00+00:00,0,425,0
32.3766,-95.1252,75705,2023-02-19 02:00:00+00:00,0,174,0
32.2768,-95.3031,75703,2023-02-19 02:00:00+00:00,0,245,0
32.853,-101.103,79517,2023-02-19 02:00:00+00:00,0,270,0
32.6294,-100.7547,79526,2023-02-19 02:00:00+00:00,0,286,0
32.5821,-101.0021,79527,2023-02-19 02:00:00+00:00,0,354,0
32.7451,-100.9175,79549,2023-02-19 02:00:00+00:00,0,238,0
32.7179,-100.9176,79550,2023-02-19 02:00:00+00:00,0,245,0
32.719,-99.3196,76430,2023-02-19 02:00:00+00:00,0,292,0
32.5549,-99.1656,76464,2023-02-19 02:00:00+00:00,0,266,0
32.3738,-95.407,75704,2023-02-19 02:00:00+00:00,0,142,0
31.7865,-94.1869,75935,2023-02-19 02:00:00+00:00,0,247,0
31.7131,-93.9698,75973,2023-02-19 02:00:00+00:00,0,98,0
31.9408,-94.2488,75974,2023-02-19 02:00:00+00:00,0,238,0
31.8841,-94.3967,75975,2023-02-19 02:00:00+00:00,0,142,0
36.5055,-101.7829,73960,2023-02-19 02:00:00+00:00,0,113,0
36.3335,-101.9886,79084,2023-02-19 02:00:00+00:00,0,70,0
32.3254,-95.2922,75701,2023-02-19 02:00:00+00:00,0,208,0
32.362,-95.3117,75702,2023-02-19 02:00:00+00:00,0,225,0
31.944,-94.0608,75954,2023-02-19 02:00:00+00:00,0,256,0
32.2298,-97.7629,76043,2023-02-19 02:00:00+00:00,0,97,0
32.0318,-100.1183,79566,2023-02-19 02:00:00+00:00,0,544,0
31.8795,-100.1315,76865,2023-02-19 02:00:00+00:00,0,336,0
35.2286,-101.6703,79111,2023-02-19 02:00:00+00:00,0,150,0
35.2454,-101.999,79116,2023-02-19 02:00:00+00:00,0,92,0
35.3089,-101.843,79117,2023-02-19 02:00:00+00:00,0,150,0
35.1964,-101.8034,79120,2023-02-19 02:00:00+00:00,0,152,0
35.2703,-101.943,79124,2023-02-19 02:00:00+00:00,0,150,0
35.222,-101.8313,79159,2023-02-19 02:00:00+00:00,0,152,0
30.293,-104.0848,79843,2023-02-19 02:00:00+00:00,0,143,0
29.5573,-104.3551,79845,2023-02-19 02:00:00+00:00,0,103,0
29.4702,-104.0055,79846,2023-02-19 02:00:00+00:00,0,120,0
32.7652,-95.5971,75410,2023-02-19 02:00:00+00:00,0,198,0
32.875,-95.7418,75440,2023-02-19 02:00:00+00:00,0,93,0
32.9007,-95.8903,75472,2023-02-19 02:00:00+00:00,0,146,0
34.9772,-101.9247,79015,2023-02-19 02:00:00+00:00,0,81,0
34.9803,-101.9188,79016,2023-02-19 02:00:00+00:00,0,81,0
34.901,-102.0788,79091,2023-02-19 02:00:00+00:00,0,135,0
35.2779,-101.83,79108,2023-02-19 02:00:00+00:00,0,142,0
35.2309,-101.806,79107,2023-02-19 02:00:00+00:00,0,142,0
35.1977,-101.8949,79106,2023-02-19 02:00:00+00:00,0,88,0
35.4015,-101.8951,79189,2023-02-19 02:00:00+00:00,0,148,0
30.8568,-94.8561,77350,2023-02-19 02:00:00+00:00,0,67,0
30.6829,-94.8976,77351,2023-02-19 02:00:00+00:00,0,173,0
30.8225,-95.1056,77360,2023-02-19 02:00:00+00:00,0,213,0
30.8179,-94.8691,77399,2023-02-19 02:00:00+00:00,0,55,0
35.2664,-102.0978,79012,2023-02-19 02:00:00+00:00,0,144,0
35.2032,-101.8421,79101,2023-02-19 02:00:00+00:00,0,149,0
35.1999,-101.8496,79102,2023-02-19 02:00:00+00:00,0,150,0
35.1663,-101.8868,79109,2023-02-19 02:00:00+00:00,0,85,0
35.1751,-101.7976,79103,2023-02-19 02:00:00+00:00,0,88,0
35.4015,-101.8951,79105,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79166,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79168,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79172,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79174,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79178,2023-02-19 02:00:00+00:00,0,148,0
35.4015,-101.8951,79185,2023-02-19 02:00:00+00:00,0,148,0
35.1939,-101.7975,79104,2023-02-19 02:00:00+00:00,0,152,0
35.1545,-101.8641,79110,2023-02-19 02:00:00+00:00,0,85,0
35.0763,-101.8349,79118,2023-02-19 02:00:00+00:00,0,88,0
35.0642,-101.9743,79119,2023-02-19 02:00:00+00:00,0,87,0
28.3169,-97.2767,78377,2023-02-19 02:00:00+00:00,0,249,0
28.2232,-97.3192,78393,2023-02-19 02:00:00+00:00,0,190,0
35.7193,-100.7027,79059,2023-02-19 02:00:00+00:00,0,96,0
31.156,-96.6697,76629,2023-02-19 02:00:00+00:00,0,152,0
30.9782,-96.6711,77837,2023-02-19 02:00:00+00:00,0,199,0
31.0001,-96.5171,77856,2023-02-19 02:00:00+00:00,0,256,0
30.8669,-96.5843,77859,2023-02-19 02:00:00+00:00,0,99,0
28.0968,-97.2106,78340,2023-02-19 02:00:00+00:00,0,291,0
30.7344,-96.565,77867,2023-02-19 02:00:00+00:00,0,120,0
30.8977,-96.39,77882,2023-02-19 02:00:00+00:00,0,66,0
32.886,-96.4095,75032,2023-02-19 02:00:00+00:00,0,181,0
32.9492,-96.4418,75087,2023-02-19 02:00:00+00:00,0,172,0
32.9415,-96.3814,75132,2023-02-19 02:00:00+00:00,0,160,0
32.9628,-96.3648,75189,2023-02-19 02:00:00+00:00,0,173,0
31.7468,-99.9589,76821,2023-02-19 02:00:00+00:00,0,302,0
31.6121,-100.1823,76861,2023-02-19 02:00:00+00:00,0,378,0
31.051,-96.4291,77870,2023-02-19 02:00:00+00:00,0,181,0
31.6436,-100.0191,76875,2023-02-19 02:00:00+00:00,0,289,0
28.4587,-96.8928,77990,2023-02-19 02:00:00+00:00,0,302,0
30.9443,-103.7893,79786,2023-02-19 02:00:00+00:00,0,113,0
35.1697,-101.9266,79121,2023-02-19 02:00:00+00:00,0,92,0
31.417,-101.5423,76932,2023-02-19 02:00:00+00:00,0,295,0
29.6795,-100.0084,78833,2023-02-19 02:00:00+00:00,0,318,0
29.769,-99.7479,78873,2023-02-19 02:00:00+00:00,0,167,0
29.6495,-99.7165,78879,2023-02-19 02:00:00+00:00,0,224,0
33.8361,-95.1487,75412,2023-02-19 02:00:00+00:00,0,162,0
33.4699,-95.1937,75417,2023-02-19 02:00:00+00:00,0,171,0
28.4023,-96.853,77950,2023-02-19 02:00:00+00:00,0,434,0
33.6236,-95.0461,75426,2023-02-19 02:00:00+00:00,0,158,0
33.5535,-94.8992,75550,2023-02-19 02:00:00+00:00,0,136,0
33.5339,-94.7867,75554,2023-02-19 02:00:00+00:00,0,148,0
30.9843,-103.7446,79718,2023-02-19 02:00:00+00:00,0,93,0
31.864,-103.9297,79770,2023-02-19 02:00:00+00:00,0,157,0
31.4467,-103.5791,79772,2023-02-19 02:00:00+00:00,0,104,0
31.0428,-103.6364,79780,2023-02-19 02:00:00+00:00,0,85,0
31.282,-103.8057,79785,2023-02-19 02:00:00+00:00,0,75,0
33.6627,-95.2385,75436,2023-02-19 02:00:00+00:00,0,220,0
32.2713,-97.6567,76070,2023-02-19 02:00:00+00:00,0,101,0
32.2812,-97.7065,76077,2023-02-19 02:00:00+00:00,0,110,0
26.6801,-98.4125,78536,2023-02-19 02:00:00+00:00,0,418,0
32.8248,-97.4519,76135,2023-02-19 02:00:00+00:00,0,129,0
32.8664,-97.2891,76137,2023-02-19 02:00:00+00:00,0,119,0
32.6192,-97.2735,76140,2023-02-19 02:00:00+00:00,0,139,0
32.8621,-97.2508,76148,2023-02-19 02:00:00+00:00,0,136,0
32.8247,-97.0503,76155,2023-02-19 02:00:00+00:00,0,126,0
32.7811,-97.3546,76164,2023-02-19 02:00:00+00:00,0,99,0
32.7539,-97.3362,76166,2023-02-19 02:00:00+00:00,0,106,0
32.9448,-97.3124,76177,2023-02-19 02:00:00+00:00,0,253,0
32.9074,-97.4257,76179,2023-02-19 02:00:00+00:00,0,225,0
32.84,-97.225,76180,2023-02-19 02:00:00+00:00,0,90,0
32.8828,-97.2098,76182,2023-02-19 02:00:00+00:00,0,145,0
32.7423,-97.3315,76190,2023-02-19 02:00:00+00:00,0,116,0
32.931,-97.2843,76244,2023-02-19 02:00:00+00:00,0,126,0
32.9276,-97.2489,76248,2023-02-19 02:00:00+00:00,0,129,0
32.2894,-99.8103,79508,2023-02-19 02:00:00+00:00,0,376,0
32.6469,-97.3325,76134,2023-02-19 02:00:00+00:00,0,117,0
32.6526,-97.3758,76133,2023-02-19 02:00:00+00:00,0,140,0
32.6711,-97.4056,76132,2023-02-19 02:00:00+00:00,0,162,0
32.8632,-97.3377,76131,2023-02-19 02:00:00+00:00,0,95,0
32.7822,-97.4969,76108,2023-02-19 02:00:00+00:00,0,140,0
32.7002,-97.3789,76109,2023-02-19 02:00:00+00:00,0,123,0
32.7065,-97.3375,76110,2023-02-19 02:00:00+00:00,0,126,0
32.7824,-97.3003,76111,2023-02-19 02:00:00+00:00,0,96,0
32.7493,-97.2181,76112,2023-02-19 02:00:00+00:00,0,90,0
32.7796,-97.3928,76114,2023-02-19 02:00:00+00:00,0,115,0
32.6796,-97.3336,76115,2023-02-19 02:00:00+00:00,0,131,0
32.136,-99.7351,79530,2023-02-19 02:00:00+00:00,0,353,0
32.723,-97.4483,76116,2023-02-19 02:00:00+00:00,0,251,0
32.8013,-97.1952,76118,2023-02-19 02:00:00+00:00,0,156,0
32.6914,-97.2675,76119,2023-02-19 02:00:00+00:00,0,100,0
32.7639,-97.1781,76120,2023-02-19 02:00:00+00:00,0,125,0
32.6254,-97.3658,76123,2023-02-19 02:00:00+00:00,0,178,0
32.64,-97.5448,76126,2023-02-19 02:00:00+00:00,0,205,0
32.7254,-97.3208,76127,2023-02-19 02:00:00+00:00,0,101,0
32.7254,-97.3208,76195,2023-02-19 02:00:00+00:00,0,101,0
32.8087,-97.2709,76117,2023-02-19 02:00:00+00:00,0,92,0
32.4444,-99.9924,79536,2023-02-19 02:00:00+00:00,0,287,0
32.1553,-99.8229,79541,2023-02-19 02:00:00+00:00,0,359,0
32.235,-99.8244,79562,2023-02-19 02:00:00+00:00,0,335,0
33.1568,-94.9683,75456,2023-02-19 02:00:00+00:00,0,209,0
33.1673,-95.1119,75493,2023-02-19 02:00:00+00:00,0,187,0
33.2432,-94.8747,75558,2023-02-19 02:00:00+00:00,0,215,0
31.4782,-100.4818,76901,2023-02-19 02:00:00+00:00,0,380,0
31.4638,-100.437,76902,2023-02-19 02:00:00+00:00,0,352,0
31.4638,-100.437,76906,2023-02-19 02:00:00+00:00,0,352,0
31.4638,-100.437,76909,2023-02-19 02:00:00+00:00,0,352,0
33.1733,-94.9695,75455,2023-02-19 02:00:00+00:00,0,216,0
31.4707,-100.4386,76903,2023-02-19 02:00:00+00:00,0,344,0
31.4647,-100.39,76905,2023-02-19 02:00:00+00:00,0,359,0
31.4321,-100.4022,76908,2023-02-19 02:00:00+00:00,0,344,0
31.6266,-100.6694,76934,2023-02-19 02:00:00+00:00,0,474,0
31.2346,-100.5203,76935,2023-02-19 02:00:00+00:00,0,397,0
31.2501,-100.592,76939,2023-02-19 02:00:00+00:00,0,420,0
31.4518,-100.1349,76940,2023-02-19 02:00:00+00:00,0,366,0
31.3132,-100.1328,76955,2023-02-19 02:00:00+00:00,0,240,0
31.4194,-100.48,76904,2023-02-19 02:00:00+00:00,0,351,0
32.7392,-97.3852,76107,2023-02-19 02:00:00+00:00,0,147,0
33.0741,-99.0546,76491,2023-02-19 02:00:00+00:00,0,233,0
33.0473,-102.4282,79378,2023-02-19 02:00:00+00:00,0,203,0
32.4477,-99.8684,79563,2023-02-19 02:00:00+00:00,0,359,0
32.4682,-99.7182,79601,2023-02-19 02:00:00+00:00,0,271,0
32.4178,-99.7214,79602,2023-02-19 02:00:00+00:00,0,252,0
32.4679,-99.7619,79603,2023-02-19 02:00:00+00:00,0,264,0
32.4487,-99.7331,79604,2023-02-19 02:00:00+00:00,0,248,0
32.4487,-99.7331,79608,2023-02-19 02:00:00+00:00,0,248,0
32.4487,-99.7331,79697,2023-02-19 02:00:00+00:00,0,248,0
33.1794,-99.1838,76483,2023-02-19 02:00:00+00:00,0,221,0
32.432,-99.7724,79605,2023-02-19 02:00:00+00:00,0,246,0
32.419,-99.8221,79607,2023-02-19 02:00:00+00:00,0,256,0
32.4751,-99.7348,79698,2023-02-19 02:00:00+00:00,0,252,0
32.4665,-99.7117,79699,2023-02-19 02:00:00+00:00,0,261,0
30.0446,-102.1146,78851,2023-02-19 02:00:00+00:00,0,270,0
30.1221,-102.3974,79848,2023-02-19 02:00:00+00:00,0,628,0
33.1698,-102.2762,79316,2023-02-19 02:00:00+00:00,0,167,0
33.3321,-102.2492,79345,2023-02-19 02:00:00+00:00,0,81,0
32.392,-99.7746,79606,2023-02-19 02:00:00+00:00,0,390,0
32.7968,-97.356,76106,2023-02-19 02:00:00+00:00,0,99,0
32.7233,-97.269,76105,2023-02-19 02:00:00+00:00,0,105,0
32.7256,-97.3184,76104,2023-02-19 02:00:00+00:00,0,101,0
32.7357,-97.1081,76004,2023-02-19 02:00:00+00:00,0,103,0
32.7357,-97.1081,76019,2023-02-19 02:00:00+00:00,0,103,0
32.7714,-97.2915,76005,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76007,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76094,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76096,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76101,2023-02-19 02:00:00+00:00,0,72,0
32.7417,-97.2253,76003,2023-02-19 02:00:00+00:00,0,90,0
32.7714,-97.2915,76113,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76122,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76124,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76129,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76130,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76136,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76147,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76150,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76121,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76161,2023-02-19 02:00:00+00:00,0,72,0
32.6255,-97.0784,76002,2023-02-19 02:00:00+00:00,0,119,0
34.5583,-101.8039,79088,2023-02-19 02:00:00+00:00,0,114,0
26.562,-99.1335,78545,2023-02-19 02:00:00+00:00,0,228,0
26.3396,-98.6876,78547,2023-02-19 02:00:00+00:00,0,239,0
26.2897,-98.6479,78548,2023-02-19 02:00:00+00:00,0,265,0
26.3942,-98.8104,78582,2023-02-19 02:00:00+00:00,0,329,0
26.4215,-99.0025,78584,2023-02-19 02:00:00+00:00,0,226,0
26.5164,-99.1123,78585,2023-02-19 02:00:00+00:00,0,205,0
26.7167,-98.4539,78588,2023-02-19 02:00:00+00:00,0,492,0
32.6289,-97.1517,76001,2023-02-19 02:00:00+00:00,0,139,0
26.5808,-98.5138,78591,2023-02-19 02:00:00+00:00,0,516,0
32.6886,-98.659,76429,2023-02-19 02:00:00+00:00,0,309,0
31.8351,-101.0017,76951,2023-02-19 02:00:00+00:00,0,253,0
33.1301,-100.2344,79502,2023-02-19 02:00:00+00:00,0,160,0
33.1298,-100.0559,79540,2023-02-19 02:00:00+00:00,0,188,0
30.5558,-100.6307,76950,2023-02-19 02:00:00+00:00,0,572,0
34.7219,-101.8256,79042,2023-02-19 02:00:00+00:00,0,105,0
34.3737,-101.737,79052,2023-02-19 02:00:00+00:00,0,110,0
32.7532,-98.9099,76424,2023-02-19 02:00:00+00:00,0,135,0
41.9282,-111.8069,84333,2023-02-19 02:00:00+00:00,0,23,0
32.7714,-97.2915,76162,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76181,2023-02-19 02:00:00+00:00,0,72,0
32.8297,-97.1454,76022,2023-02-19 02:00:00+00:00,0,111,0
32.8872,-97.146,76034,2023-02-19 02:00:00+00:00,0,87,0
32.5814,-97.3703,76036,2023-02-19 02:00:00+00:00,0,182,0
32.8582,-97.0832,76039,2023-02-19 02:00:00+00:00,0,86,0
32.8264,-97.0972,76040,2023-02-19 02:00:00+00:00,0,122,0
32.9328,-97.0808,76051,2023-02-19 02:00:00+00:00,0,87,0
32.9557,-97.3372,76052,2023-02-19 02:00:00+00:00,0,193,0
32.8536,-97.1358,76021,2023-02-19 02:00:00+00:00,0,87,0
32.8211,-97.1756,76053,2023-02-19 02:00:00+00:00,0,112,0
32.6432,-97.2139,76060,2023-02-19 02:00:00+00:00,0,139,0
32.5773,-97.1416,76063,2023-02-19 02:00:00+00:00,0,164,0
32.9485,-97.1524,76092,2023-02-19 02:00:00+00:00,0,88,0
32.844,-97.1431,76095,2023-02-19 02:00:00+00:00,0,83,0
32.9343,-97.0781,76099,2023-02-19 02:00:00+00:00,0,87,0
32.7589,-97.328,76102,2023-02-19 02:00:00+00:00,0,99,0
32.747,-97.2604,76103,2023-02-19 02:00:00+00:00,0,116,0
32.8558,-97.1755,76054,2023-02-19 02:00:00+00:00,0,84,0
32.7714,-97.2915,76163,2023-02-19 02:00:00+00:00,0,72,0
32.9035,-97.5412,76020,2023-02-19 02:00:00+00:00,0,258,0
32.6555,-97.1599,76017,2023-02-19 02:00:00+00:00,0,125,0
32.7714,-97.2915,76185,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76191,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76192,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76193,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76196,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76197,2023-02-19 02:00:00+00:00,0,72,0
32.7714,-97.2915,76198,2023-02-19 02:00:00+00:00,0,72,0
32.6548,-97.092,76018,2023-02-19 02:00:00+00:00,0,125,0
32.7714,-97.2915,76199,2023-02-19 02:00:00+00:00,0,72,0
32.7204,-97.0826,76010,2023-02-19 02:00:00+00:00,0,117,0
32.7582,-97.1003,76011,2023-02-19 02:00:00+00:00,0,90,0
32.754,-97.1348,76012,2023-02-19 02:00:00+00:00,0,118,0
32.7199,-97.1442,76013,2023-02-19 02:00:00+00:00,0,90,0
32.6954,-97.0876,76014,2023-02-19 02:00:00+00:00,0,116,0
32.6931,-97.1347,76015,2023-02-19 02:00:00+00:00,0,124,0
32.6889,-97.1905,76016,2023-02-19 02:00:00+00:00,0,100,0
32.7785,-97.0834,76006,2023-02-19 02:00:00+00:00,0,126,0
48.0082,-119.6712,98813,2023-02-19 02:00:00+00:00,0,75,0
41.8403,-111.8528,84335,2023-02-19 02:00:00+00:00,0,23,0
41.6343,-111.9317,84339,2023-02-19 02:00:00+00:00,0,2,0
38.1591,-79.1873,24479,2023-02-19 02:00:00+00:00,0,91,0
38.2037,-79.0059,24482,2023-02-19 02:00:00+00:00,0,61,0
38.2744,-79.3201,24485,2023-02-19 02:00:00+00:00,0,124,0
38.2931,-78.9235,24486,2023-02-19 02:00:00+00:00,0,97,0
38.054,-79.8437,24412,2023-02-19 02:00:00+00:00,0,47,0
37.9638,-79.8717,24445,2023-02-19 02:00:00+00:00,0,91,0
38.0553,-79.7464,24460,2023-02-19 02:00:00+00:00,0,88,0
38.1437,-79.8207,24484,2023-02-19 02:00:00+00:00,0,54,0
38.1898,-79.5879,24487,2023-02-19 02:00:00+00:00,0,29,0
37.2123,-79.7429,24095,2023-02-19 02:00:00+00:00,0,30,0
37.2145,-79.8127,24101,2023-02-19 02:00:00+00:00,0,25,0
37.1442,-79.491,24104,2023-02-19 02:00:00+00:00,0,61,0
37.1784,-79.6521,24121,2023-02-19 02:00:00+00:00,0,17,0
37.407,-79.7175,24122,2023-02-19 02:00:00+00:00,0,37,0
37.36,-79.6522,24174,2023-02-19 02:00:00+00:00,0,34,0
38.0144,-79.0298,24477,2023-02-19 02:00:00+00:00,0,47,0
37.9705,-79.2233,24476,2023-02-19 02:00:00+00:00,0,115,0
38.1979,-78.9059,24469,2023-02-19 02:00:00+00:00,0,89,0
38.2612,-78.973,24467,2023-02-19 02:00:00+00:00,0,103,0
38.8509,-77.0523,22242,2023-02-19 02:00:00+00:00,0,73,0
38.8605,-77.0516,22243,2023-02-19 02:00:00+00:00,0,51,0
38.8545,-77.052,22244,2023-02-19 02:00:00+00:00,0,87,0
38.8518,-77.0523,22245,2023-02-19 02:00:00+00:00,0,73,0
38.3328,-79.1028,22843,2023-02-19 02:00:00+00:00,0,98,0
38.0964,-78.9929,22939,2023-02-19 02:00:00+00:00,0,56,0
37.9744,-78.9361,22952,2023-02-19 02:00:00+00:00,0,60,0
37.3105,-79.7898,24178,2023-02-19 02:00:00+00:00,0,40,0
38.1025,-79.3195,24411,2023-02-19 02:00:00+00:00,0,66,0
38.0768,-79.3619,24430,2023-02-19 02:00:00+00:00,0,78,0
38.1684,-78.8413,24431,2023-02-19 02:00:00+00:00,0,50,0
38.1842,-79.4152,24432,2023-02-19 02:00:00+00:00,0,21,0
38.2109,-78.9326,24437,2023-02-19 02:00:00+00:00,0,68,0
38.0018,-79.1359,24440,2023-02-19 02:00:00+00:00,0,84,0
38.0242,-79.2812,24459,2023-02-19 02:00:00+00:00,0,95,0
38.1797,-79.1413,24463,2023-02-19 02:00:00+00:00,0,70,0
38.2346,-79.1791,24421,2023-02-19 02:00:00+00:00,0,109,0
37.5306,-79.3827,24526,2023-02-19 02:00:00+00:00,0,61,0
37.4887,-79.3158,24536,2023-02-19 02:00:00+00:00,0,36,0
37.3379,-79.2791,24551,2023-02-19 02:00:00+00:00,0,37,0
36.7893,-77.7208,23856,2023-02-19 02:00:00+00:00,0,70,0
36.5856,-77.8836,23857,2023-02-19 02:00:00+00:00,0,64,0
36.7342,-77.8136,23868,2023-02-19 02:00:00+00:00,0,68,0
36.8088,-77.9544,23873,2023-02-19 02:00:00+00:00,0,84,0
36.953,-77.8237,23876,2023-02-19 02:00:00+00:00,0,73,0
36.565,-77.8384,23887,2023-02-19 02:00:00+00:00,0,73,0
36.9011,-77.7673,23889,2023-02-19 02:00:00+00:00,0,84,0
36.5722,-77.9888,23845,2023-02-19 02:00:00+00:00,0,72,0
36.6335,-77.9592,23893,2023-02-19 02:00:00+00:00,0,66,0
37.1134,-82.1501,24239,2023-02-19 02:00:00+00:00,0,85,0
37.3532,-82.1968,24603,2023-02-19 02:00:00+00:00,0,80,0
37.2967,-82.1061,24614,2023-02-19 02:00:00+00:00,0,23,0
37.4017,-82.0262,24620,2023-02-19 02:00:00+00:00,0,16,0
37.2023,-81.9862,24624,2023-02-19 02:00:00+00:00,0,33,0
37.288,-82.0274,24627,2023-02-19 02:00:00+00:00,0,38,0
37.288,-82.0274,24658,2023-02-19 02:00:00+00:00,0,38,0
36.7319,-77.9898,23920,2023-02-19 02:00:00+00:00,0,89,0
38.8566,-77.0518,22240,2023-02-19 02:00:00+00:00,0,57,0
36.8318,-77.7887,23843,2023-02-19 02:00:00+00:00,0,84,0
37.7529,-79.8189,24438,2023-02-19 02:00:00+00:00,0,86,0
37.3755,-79.4039,24556,2023-02-19 02:00:00+00:00,0,35,0
37.3484,-79.4271,24570,2023-02-19 02:00:00+00:00,0,61,0
37.1574,-81.1989,24314,2023-02-19 02:00:00+00:00,0,53,0
37.1376,-81.0201,24315,2023-02-19 02:00:00+00:00,0,47,0
37.0046,-81.3643,24318,2023-02-19 02:00:00+00:00,0,49,0
37.2578,-81.1159,24366,2023-02-19 02:00:00+00:00,0,52,0
37.3515,-79.9052,24019,2023-02-19 02:00:00+00:00,0,40,0
36.8806,-77.9055,23821,2023-02-19 02:00:00+00:00,0,84,0
37.5551,-79.7862,24050,2023-02-19 02:00:00+00:00,0,56,0
37.5479,-79.7123,24066,2023-02-19 02:00:00+00:00,0,31,0
37.3651,-79.9056,24077,2023-02-19 02:00:00+00:00,0,32,0
37.4125,-79.9211,24083,2023-02-19 02:00:00+00:00,0,39,0
37.6667,-79.8172,24085,2023-02-19 02:00:00+00:00,0,71,0
37.4911,-79.8511,24090,2023-02-19 02:00:00+00:00,0,67,0
37.6165,-79.9837,24130,2023-02-19 02:00:00+00:00,0,50,0
37.4019,-79.8786,24175,2023-02-19 02:00:00+00:00,0,44,0
37.3885,-79.8172,24064,2023-02-19 02:00:00+00:00,0,31,0
37.3012,-82.1743,24628,2023-02-19 02:00:00+00:00,0,54,0
38.8797,-77.1108,22230,2023-02-19 02:00:00+00:00,0,99,0
38.8688,-77.0739,22214,2023-02-19 02:00:00+00:00,0,83,0
37.9437,-75.5023,23483,2023-02-19 02:00:00+00:00,0,34,0
37.9482,-75.6019,23488,2023-02-19 02:00:00+00:00,0,38,0
38.0936,-78.5611,22901,2023-02-19 02:00:00+00:00,0,61,0
38.0245,-78.4482,22909,2023-02-19 02:00:00+00:00,0,55,0
38.0995,-78.4085,22911,2023-02-19 02:00:00+00:00,0,32,0
38.0013,-78.7271,22924,2023-02-19 02:00:00+00:00,0,19,0
37.908,-78.7127,22931,2023-02-19 02:00:00+00:00,0,50,0
38.1296,-78.7106,22932,2023-02-19 02:00:00+00:00,0,50,0
38.1578,-78.4919,22936,2023-02-19 02:00:00+00:00,0,56,0
37.8125,-78.6106,22937,2023-02-19 02:00:00+00:00,0,62,0
38.1944,-78.5849,22940,2023-02-19 02:00:00+00:00,0,45,0
38.0415,-78.7833,22943,2023-02-19 02:00:00+00:00,0,39,0
38.0654,-78.5958,22945,2023-02-19 02:00:00+00:00,0,60,0
37.856,-78.5699,22946,2023-02-19 02:00:00+00:00,0,28,0
38.0531,-78.3396,22947,2023-02-19 02:00:00+00:00,0,31,0
37.6044,-75.6925,23480,2023-02-19 02:00:00+00:00,0,45,0
37.8954,-75.5528,23442,2023-02-19 02:00:00+00:00,0,36,0
37.7104,-75.7005,23441,2023-02-19 02:00:00+00:00,0,68,0
37.8245,-75.993,23440,2023-02-19 02:00:00+00:00,0,230,0
37.6534,-75.6735,23404,2023-02-19 02:00:00+00:00,0,51,0
37.846,-75.5666,23407,2023-02-19 02:00:00+00:00,0,39,0
37.8692,-75.6354,23409,2023-02-19 02:00:00+00:00,0,37,0
37.6407,-75.7454,23410,2023-02-19 02:00:00+00:00,0,56,0
37.7904,-75.6035,23412,2023-02-19 02:00:00+00:00,0,40,0
37.8169,-75.5832,23414,2023-02-19 02:00:00+00:00,0,37,0
37.9525,-75.5112,23415,2023-02-19 02:00:00+00:00,0,34,0
37.9336,-78.6351,22959,2023-02-19 02:00:00+00:00,0,32,0
37.9229,-75.5386,23416,2023-02-19 02:00:00+00:00,0,37,0
37.6704,-75.6992,23418,2023-02-19 02:00:00+00:00,0,51,0
37.5828,-75.8066,23420,2023-02-19 02:00:00+00:00,0,58,0
37.7744,-75.6386,23421,2023-02-19 02:00:00+00:00,0,46,0
37.6304,-75.8135,23422,2023-02-19 02:00:00+00:00,0,66,0
37.5423,-75.7412,23423,2023-02-19 02:00:00+00:00,0,65,0
37.9229,-75.6781,23426,2023-02-19 02:00:00+00:00,0,43,0
37.9264,-75.722,23427,2023-02-19 02:00:00+00:00,0,66,0
