,DAY,SKU,Location,Alley,AlleyCell,Max,Min,WEEK-1,WEEK-2,WEEK-3,WEEK-4,WEEK-5,Capacity
919,FRI,355811,A1007202,A10,A1007,10.0,8.0,31.0,128.0,80.0,14.0,0.0,2
920,FRI,355812,B0305403,B03,B0305,200.0,100.0,2.0,8.0,7.0,0.0,0.0,100
921,FRI,356098,A0844404,A08,A0844,10.0,8.0,1.0,7.0,0.0,0.0,0.0,2
922,FRI,356144,A0544202,A05,A0544,96.0,72.0,1.0,1.0,0.0,0.0,0.0,24
923,FRI,358250,A0314103,A03,A0314,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
924,FRI,358251,A0314204,A03,A0314,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
925,FRI,358496,A0818302,A08,A0818,240.0,180.0,0.0,3.0,0.0,0.0,0.0,60
926,FRI,358786,A0836402,A08,A0836,800.0,600.0,3.0,4.0,6.0,1.0,0.0,200
927,FRI,358999,A0533201,A05,A0533,96.0,72.0,0.0,0.0,1.0,0.0,0.0,24
928,FRI,359029,A0236104,A02,A0236,400.0,300.0,1.0,1.0,0.0,0.0,0.0,100
929,FRI,359031,A0302102,A03,A0302,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
930,FRI,359100,A0604402,A06,A0604,72.0,54.0,6.0,6.0,5.0,2.0,0.0,18
931,FRI,359110,A0532504,A05,A0532,112.0,84.0,0.0,0.0,1.0,0.0,0.0,28
932,FRI,359112,A0522501,A05,A0522,800.0,600.0,0.0,3.0,0.0,0.0,0.0,200
933,FRI,359113,A0535502,A05,A0535,800.0,600.0,0.0,2.0,0.0,0.0,0.0,200
934,FRI,359114,A0509503,A05,A0509,800.0,600.0,0.0,0.0,2.0,0.0,0.0,200
935,FRI,359115,A0505404,A05,A0505,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
936,FRI,359116,A0536401,A05,A0536,540.0,405.0,0.0,1.0,0.0,0.0,0.0,135
937,FRI,359266,A0705201,A07,A0705,60.0,45.0,0.0,0.0,2.0,1.0,0.0,15
938,FRI,359288,A1024301,A10,A1024,10.0,8.0,0.0,0.0,1.0,0.0,0.0,2
939,FRI,359540,A0506204,A05,A0506,144.0,108.0,2.0,0.0,1.0,0.0,0.0,36
940,FRI,359550,A0538501,A05,A0538,115.0,86.0,1.0,0.0,1.0,0.0,0.0,29
941,FRI,359553,A0538502,A05,A0538,112.0,84.0,2.0,0.0,1.0,0.0,0.0,28
942,FRI,359558,A0633303,A06,A0633,727.0,545.0,0.0,1.0,2.0,0.0,0.0,182
943,FRI,359559,A0533301,A05,A0533,112.0,84.0,0.0,1.0,0.0,1.0,0.0,28
944,FRI,359571,A0523402,A05,A0523,222.0,167.0,0.0,1.0,1.0,0.0,0.0,55
945,FRI,359733,A0112403,A01,A0112,96.0,72.0,0.0,1.0,4.0,0.0,0.0,24
946,FRI,359788,A0918503,A09,A0918,800.0,600.0,4.0,4.0,6.0,0.0,0.0,200
947,FRI,359789,A0918504,A09,A0918,576.0,432.0,5.0,8.0,5.0,0.0,0.0,144
948,FRI,359803,A0442201,A04,A0442,0.0,0.0,11.0,91.0,165.0,80.0,0.0,1
949,FRI,359871,A0904203,A09,A0904,258.0,194.0,1.0,0.0,0.0,0.0,0.0,64
950,FRI,359882,A0528503,A05,A0528,140.0,105.0,2.0,2.0,3.0,0.0,0.0,35
951,FRI,359923,A0706404,A07,A0706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
952,FRI,359955,A1032401,A10,A1032,100.0,75.0,0.0,0.0,1.0,0.0,0.0,25
953,FRI,359958,B0305305,B03,B0305,200.0,100.0,74.0,237.0,210.0,64.0,0.0,100
954,FRI,359959,A1030103,A10,A1030,10.0,8.0,9.0,7.0,4.0,2.0,0.0,2
955,FRI,359961,B0302103,B03,B0302,100.0,50.0,0.0,0.0,1.0,0.0,0.0,50
956,FRI,359968,A0846304,A08,A0846,615.0,461.0,2.0,3.0,2.0,1.0,0.0,154
957,FRI,360043,A0935202,A09,A0935,400.0,300.0,0.0,1.0,0.0,0.0,0.0,100
958,FRI,360122,A1021504,A10,A1021,1152.0,864.0,0.0,0.0,1.0,0.0,0.0,288
959,FRI,360124,A0220505,A02,A0220,1152.0,864.0,1.0,0.0,1.0,0.0,0.0,288
960,FRI,360127,A1023401,A10,A1023,800.0,600.0,73.0,0.0,0.0,0.0,0.0,200
961,FRI,360129,A1023403,A10,A1023,1152.0,864.0,0.0,0.0,1.0,0.0,0.0,288
962,FRI,360131,A1023501,A10,A1023,800.0,600.0,25.0,0.0,0.0,0.0,0.0,200
963,FRI,360132,A1023502,A10,A1023,1152.0,864.0,2.0,0.0,0.0,0.0,0.0,288
964,FRI,360133,A1023503,A10,A1023,800.0,600.0,27.0,0.0,0.0,0.0,0.0,200
965,FRI,360139,A1027202,A10,A1027,1152.0,864.0,9.0,0.0,0.0,0.0,0.0,288
966,FRI,360141,A1027204,A10,A1027,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
967,FRI,360142,A1027302,A10,A1027,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
968,FRI,360145,A1027401,A10,A1027,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
969,FRI,360147,A1027403,A10,A1027,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
970,FRI,360778,A1033102,A10,A1033,0.0,0.0,4.0,0.0,1.0,1.0,0.0,1
971,FRI,360892,A0221304,A02,A0221,100.0,75.0,0.0,0.0,2.0,0.0,0.0,25
972,FRI,361224,A0645201,A06,A0645,72.0,54.0,0.0,0.0,2.0,0.0,0.0,18
973,FRI,361225,A0645202,A06,A0645,72.0,54.0,2.0,2.0,1.0,0.0,0.0,18
974,FRI,361538,A0203201,A02,A0203,80.0,60.0,1.0,1.0,1.0,0.0,0.0,20
975,FRI,361540,A0201502,A02,A0201,120.0,90.0,1.0,2.0,2.0,0.0,0.0,30
976,FRI,361603,A0202103,A02,A0202,120.0,90.0,1.0,0.0,0.0,1.0,0.0,30
977,FRI,361930,A0506504,A05,A0506,150.0,113.0,1.0,0.0,0.0,0.0,0.0,37
978,FRI,361995,A0214307,A02,A0214,1200.0,900.0,0.0,1.0,0.0,0.0,0.0,300
979,FRI,361996,A0214407,A02,A0214,160.0,120.0,0.0,1.0,0.0,0.0,0.0,40
980,FRI,362100,A0646501,A06,A0646,80.0,60.0,1.0,1.0,0.0,0.0,0.0,20
981,FRI,362101,A0608504,A06,A0608,80.0,60.0,1.0,1.0,0.0,0.0,0.0,20
982,FRI,362102,A0610402,A06,A0610,80.0,60.0,1.0,1.0,2.0,0.0,0.0,20
983,FRI,362103,A0642501,A06,A0642,80.0,60.0,0.0,1.0,1.0,0.0,0.0,20
984,FRI,362104,A0640402,A06,A0640,533.0,400.0,0.0,0.0,1.0,0.0,0.0,133
985,FRI,362740,A0525404,A05,A0525,192.0,144.0,0.0,0.0,0.0,2.0,0.0,48
986,FRI,362914,A0246507,A02,A0246,800.0,600.0,4.0,4.0,1.0,1.0,0.0,200
987,FRI,362915,A0216305,A02,A0216,800.0,600.0,3.0,17.0,22.0,7.0,0.0,200
988,FRI,362916,A0240205,A02,A0240,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
989,FRI,362934,A0218508,A02,A0218,800.0,600.0,0.0,0.0,1.0,1.0,0.0,200
990,FRI,362935,A0216306,A02,A0216,800.0,600.0,0.0,6.0,4.0,1.0,0.0,200
991,FRI,362944,A0220202,A02,A0220,800.0,600.0,0.0,2.0,0.0,1.0,0.0,200
992,FRI,363047,A0327101,A03,A0327,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
993,FRI,363050,A0242203,A02,A0242,500.0,375.0,0.0,1.0,1.0,1.0,0.0,125
994,FRI,363055,A0435102,A04,A0435,0.0,0.0,12.0,9.0,27.0,5.0,0.0,1
995,FRI,363335,A0910402,A09,A0910,432.0,324.0,0.0,1.0,3.0,0.0,0.0,108
996,FRI,363337,A0903103,A09,A0903,800.0,600.0,9.0,7.0,3.0,2.0,0.0,200
997,FRI,363489,A0220306,A02,A0220,800.0,600.0,0.0,41.0,0.0,0.0,0.0,200
998,FRI,363490,A0316405,A03,A0316,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
999,FRI,363491,A0220502,A02,A0220,800.0,600.0,0.0,7.0,20.0,10.0,0.0,200
1000,FRI,363492,A0218201,A02,A0218,800.0,600.0,15.0,10.0,87.0,0.0,0.0,200
1001,FRI,363493,A0222505,A02,A0222,800.0,600.0,0.0,1.0,11.0,6.0,0.0,200
1002,FRI,363494,A0218502,A02,A0218,800.0,600.0,0.0,0.0,2.0,1.0,0.0,200
1003,FRI,363769,A0519502,A05,A0519,28.0,21.0,0.0,1.0,0.0,0.0,0.0,7
1004,FRI,363783,A1028102,A10,A1028,150.0,113.0,3.0,0.0,0.0,0.0,0.0,37
1005,FRI,364058,A1012502,A10,A1012,800.0,600.0,6.0,18.0,1.0,0.0,0.0,200
1006,FRI,364059,A0804404,A08,A0804,240.0,180.0,6.0,1.0,7.0,3.0,0.0,60
1007,FRI,364060,A1012504,A10,A1012,400.0,300.0,1.0,0.0,5.0,1.0,0.0,100
1008,FRI,364330,A0314305,A03,A0314,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
1009,FRI,364473,A0507103,A05,A0507,192.0,144.0,5.0,2.0,1.0,0.0,0.0,48
1010,FRI,364474,A0644404,A06,A0644,288.0,216.0,0.0,0.0,1.0,1.0,0.0,72
1011,FRI,364491,A0324408,A03,A0324,800.0,600.0,2.0,0.0,2.0,0.0,0.0,200
1012,FRI,364494,A0328108,A03,A0328,800.0,600.0,0.0,2.0,1.0,0.0,0.0,200
1013,FRI,364495,A0326108,A03,A0326,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
1014,FRI,364497,A0324308,A03,A0324,800.0,600.0,3.0,1.0,3.0,0.0,0.0,200
1015,FRI,364498,A0324508,A03,A0324,800.0,600.0,2.0,0.0,0.0,1.0,0.0,200
1016,FRI,364499,A0328508,A03,A0328,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
1017,FRI,364501,A0326408,A03,A0326,800.0,600.0,1.0,0.0,1.0,1.0,0.0,200
1018,FRI,364502,A0306308,A03,A0306,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
1019,FRI,364505,A0328208,A03,A0328,800.0,600.0,0.0,0.0,2.0,0.0,0.0,200
1020,FRI,364507,A0306503,A03,A0306,800.0,600.0,0.0,15.0,4.0,2.0,0.0,200
1021,FRI,364639,A0327408,A03,A0327,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
1022,FRI,364969,A0518404,A05,A0518,96.0,72.0,3.0,0.0,0.0,0.0,0.0,24
1023,FRI,365104,A0635502,A06,A0635,144.0,108.0,0.0,1.0,2.0,0.0,0.0,36
1024,FRI,365105,A0523403,A05,A0523,384.0,288.0,1.0,0.0,0.0,0.0,0.0,96
1025,FRI,365215,A0503401,A05,A0503,93.0,70.0,0.0,2.0,19.0,2.0,0.0,23
1026,FRI,365216,A1115102,A11,A1115,10.0,8.0,4.0,7.0,4.0,0.0,0.0,2
1027,FRI,365448,A0736304,A07,A0736,24.0,18.0,0.0,0.0,1.0,0.0,0.0,6
1028,FRI,365477,A0222405,A02,A0222,240.0,180.0,1.0,1.0,0.0,0.0,0.0,60
1029,FRI,365484,A0222507,A02,A0222,224.0,168.0,1.0,0.0,0.0,0.0,0.0,56
1030,FRI,365485,A0222206,A02,A0222,80.0,60.0,0.0,1.0,0.0,0.0,0.0,20
1031,FRI,365628,A0731104,A07,A0731,108.0,81.0,0.0,0.0,1.0,0.0,0.0,27
1032,FRI,365629,A0518501,A05,A0518,108.0,81.0,0.0,2.0,0.0,0.0,0.0,27
1033,FRI,365630,A0603204,A06,A0603,144.0,108.0,0.0,4.0,1.0,0.0,0.0,36
1034,FRI,365631,A0722201,A07,A0722,160.0,120.0,0.0,1.0,0.0,0.0,0.0,40
1035,FRI,365632,A0713403,A07,A0713,192.0,144.0,0.0,1.0,0.0,0.0,0.0,48
1036,FRI,365636,A0731501,A07,A0731,360.0,270.0,0.0,0.0,0.0,1.0,0.0,90
1037,FRI,365638,A0733302,A07,A0733,360.0,270.0,0.0,0.0,0.0,1.0,0.0,90
1038,FRI,365639,A0731201,A07,A0731,360.0,270.0,1.0,1.0,1.0,0.0,0.0,90
1039,FRI,365640,A0731303,A07,A0731,360.0,270.0,0.0,3.0,1.0,1.0,0.0,90
1040,FRI,365641,A0739103,A07,A0739,200.0,150.0,0.0,0.0,0.0,1.0,0.0,50
1041,FRI,365642,A0709504,A07,A0709,200.0,150.0,0.0,0.0,1.0,0.0,0.0,50
1042,FRI,365671,A0710103,A07,A0710,144.0,108.0,0.0,0.0,0.0,1.0,0.0,36
1043,FRI,365672,A0710104,A07,A0710,220.0,165.0,0.0,0.0,1.0,0.0,0.0,55
1044,FRI,365673,A0710202,A07,A0710,120.0,90.0,0.0,1.0,2.0,0.0,0.0,30
1045,FRI,365674,A0710502,A07,A0710,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
1046,FRI,365675,A0712104,A07,A0712,120.0,90.0,1.0,0.0,0.0,0.0,0.0,30
1047,FRI,366093,A0517502,A05,A0517,216.0,162.0,1.0,0.0,1.0,0.0,0.0,54
1048,FRI,366538,A1102201,A11,A1102,129.0,97.0,3.0,4.0,2.0,1.0,0.0,32
1049,FRI,366637,B0311104,B03,B0311,200.0,100.0,0.0,4.0,1.0,0.0,0.0,100
1050,FRI,366639,B0311304,B03,B0311,200.0,100.0,77.0,244.0,214.0,56.0,0.0,100
1051,FRI,366640,A0906302,A09,A0906,10.0,8.0,0.0,0.0,0.0,1.0,0.0,2
1052,FRI,366642,B0310205,B03,B0310,200.0,100.0,1.0,0.0,0.0,0.0,0.0,100
1053,FRI,366659,A0510402,A05,A0510,77.0,58.0,0.0,0.0,1.0,1.0,0.0,19
1054,FRI,366660,A0744502,A07,A0744,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1055,FRI,366755,A1107302,A11,A1107,800.0,600.0,0.0,0.0,5.0,0.0,0.0,200
1056,FRI,366756,A1044202,A10,A1044,10.0,8.0,0.0,277.0,5.0,0.0,0.0,2
1057,FRI,366758,A1042203,A10,A1042,10.0,8.0,0.0,0.0,5.0,0.0,0.0,2
1058,FRI,366768,A0741401,A07,A0741,240.0,180.0,0.0,1.0,0.0,0.0,0.0,60
1059,FRI,366769,A0742503,A07,A0742,80.0,60.0,0.0,1.0,2.0,1.0,0.0,20
1060,FRI,366771,A0732104,A07,A0732,240.0,180.0,1.0,1.0,2.0,1.0,0.0,60
1061,FRI,366772,A0528203,A05,A0528,80.0,60.0,0.0,1.0,0.0,0.0,0.0,20
1062,FRI,366773,A0736103,A07,A0736,120.0,90.0,134.0,22.0,68.0,4.0,0.0,30
1063,FRI,367002,A0528502,A05,A0528,235.0,176.0,0.0,1.0,2.0,2.0,0.0,59
1064,FRI,367257,B0310203,B03,B0310,200.0,100.0,0.0,0.0,1.0,0.0,0.0,100
1065,FRI,367418,A0307506,A03,A0307,840.0,630.0,0.0,0.0,1.0,0.0,0.0,210
1066,FRI,367525,A0745404,A07,A0745,60.0,45.0,5.0,10.0,2.0,1.0,0.0,15
1067,FRI,367536,A0316208,A03,A0316,186.0,140.0,2.0,1.0,3.0,1.0,0.0,46
1068,FRI,367754,A0840202,A08,A0840,10.0,8.0,2.0,2.0,3.0,2.0,0.0,2
1069,FRI,367755,B0309505,B03,B0309,200.0,100.0,0.0,1.0,0.0,0.0,0.0,100
1070,FRI,367897,A0220102,A02,A0220,800.0,600.0,0.0,4.0,1.0,0.0,0.0,200
1071,FRI,367976,A1113404,A11,A1113,800.0,600.0,1.0,2.0,0.0,1.0,0.0,200
1072,FRI,367993,A1104102,A11,A1104,27.0,20.0,2.0,0.0,2.0,1.0,0.0,7
1073,FRI,368040,A1117102,A11,A1117,16.0,12.0,3.0,2.0,0.0,0.0,0.0,4
1074,FRI,368044,B0310606,B03,B0310,200.0,100.0,2.0,1.0,2.0,1.0,0.0,100
1075,FRI,368045,B0307601,B03,B0307,80.0,40.0,3.0,3.0,2.0,1.0,0.0,40
1076,FRI,368046,B0306706,B03,B0306,83.0,42.0,0.0,0.0,4.0,0.0,0.0,41
1077,FRI,368049,A1119202,A11,A1119,10.0,8.0,3.0,2.0,1.0,1.0,0.0,2
1078,FRI,368085,A0628302,A06,A0628,96.0,72.0,0.0,1.0,1.0,2.0,0.0,24
1079,FRI,368091,A0522504,A05,A0522,181.0,136.0,0.0,0.0,1.0,1.0,0.0,45
1080,FRI,368577,B0311401,B03,B0311,200.0,100.0,0.0,0.0,3.0,1.0,0.0,100
1081,FRI,368743,B0304606,B03,B0304,24.0,12.0,0.0,2.0,0.0,1.0,0.0,12
1082,FRI,368745,B0304501,B03,B0304,16.0,8.0,0.0,0.0,0.0,1.0,0.0,8
1083,FRI,369434,A1046501,A10,A1046,181.0,136.0,1.0,0.0,0.0,0.0,0.0,45
1084,FRI,369442,A0937203,A09,A0937,20.0,15.0,7.0,22.0,3.0,0.0,0.0,5
1085,FRI,369469,A0743202,A07,A0743,10.0,8.0,1.0,0.0,0.0,0.0,0.0,2
1086,FRI,369470,A0720203,A07,A0720,140.0,105.0,1.0,0.0,0.0,1.0,0.0,35
1087,FRI,369779,A0639202,A06,A0639,66.0,50.0,0.0,2.0,0.0,0.0,0.0,16
1088,FRI,369781,A0713103,A07,A0713,59.0,44.0,1.0,0.0,0.0,0.0,0.0,15
1089,FRI,369787,A0743503,A07,A0743,90.0,68.0,1.0,0.0,0.0,0.0,0.0,22
1090,FRI,369793,A0911201,A09,A0911,160.0,120.0,1.0,1.0,0.0,0.0,0.0,40
1091,FRI,369839,A0730301,A07,A0730,12.0,9.0,1.0,0.0,0.0,0.0,0.0,3
1092,FRI,369840,A0510401,A05,A0510,12.0,9.0,1.0,0.0,0.0,0.0,0.0,3
1093,FRI,370885,A0934201,A09,A0934,10.0,8.0,0.0,1.0,2.0,0.0,0.0,2
1094,FRI,371170,A0626402,A06,A0626,200.0,150.0,0.0,3.0,1.0,0.0,0.0,50
1095,FRI,371171,A0626501,A06,A0626,96.0,72.0,0.0,2.0,1.0,1.0,0.0,24
1096,FRI,371464,A1028501,A10,A1028,10.0,8.0,0.0,4.0,5.0,2.0,0.0,2
1097,FRI,372174,A0519403,A05,A0519,80.0,60.0,0.0,0.0,1.0,1.0,0.0,20
1098,FRI,372408,A0627304,A06,A0627,240.0,180.0,1.0,0.0,1.0,0.0,0.0,60
1099,FRI,372714,A0328305,A03,A0328,320.0,240.0,0.0,1.0,0.0,0.0,0.0,80
1100,FRI,372715,A0315206,A03,A0315,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
1101,FRI,372799,A0306408,A03,A0306,666.0,500.0,3.0,0.0,7.0,2.0,0.0,166
1102,FRI,372800,A0222201,A02,A0222,80.0,60.0,1.0,0.0,0.0,1.0,0.0,20
1103,FRI,372873,A0233104,A02,A0233,800.0,600.0,3.0,0.0,0.0,1.0,0.0,200
1104,FRI,373033,A0603503,A06,A0603,76.0,57.0,0.0,1.0,8.0,5.0,0.0,19
1105,FRI,373036,A0531101,A05,A0531,616.0,462.0,1.0,0.0,0.0,0.0,0.0,154
1106,FRI,373044,A0318206,A03,A0318,800.0,600.0,1.0,2.0,5.0,3.0,0.0,200
1107,FRI,373275,A0607203,A06,A0607,128.0,96.0,1.0,0.0,0.0,0.0,0.0,32
1108,FRI,373277,A0607402,A06,A0607,144.0,108.0,0.0,0.0,0.0,1.0,0.0,36
1109,FRI,373283,A1115103,A11,A1115,10.0,8.0,4.0,10.0,2.0,1.0,0.0,2
1110,FRI,373445,A0732103,A07,A0732,29.0,22.0,2.0,0.0,1.0,1.0,0.0,7
1111,FRI,373548,A1111203,A11,A1111,20.0,15.0,0.0,0.0,4.0,3.0,0.0,5
1112,FRI,373844,A1037401,A10,A1037,10.0,8.0,0.0,0.0,4.0,2.0,0.0,2
1113,FRI,373846,A1115204,A11,A1115,121.0,91.0,0.0,0.0,4.0,2.0,0.0,30
1114,FRI,373851,A1041403,A10,A1041,10.0,8.0,1.0,0.0,0.0,0.0,0.0,2
1115,FRI,374098,A0721502,A07,A0721,13.0,10.0,0.0,0.0,0.0,1.0,0.0,3
1116,FRI,374229,A0428304,A04,A0428,35.0,26.0,0.0,0.0,1.0,0.0,0.0,9
1117,FRI,374841,B0307104,B03,B0307,200.0,100.0,0.0,0.0,1.0,0.0,0.0,100
1118,MON,2354,A0617402,A06,A0617,80.0,60.0,1.0,0.0,0.0,0.0,0.0,20
1119,MON,5028,A0703503,A07,A0703,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
1120,MON,8972,A0527401,A05,A0527,120.0,90.0,0.0,0.0,0.0,1.0,0.0,30
1121,MON,11259,A0608303,A06,A0608,200.0,150.0,1.0,2.0,0.0,0.0,0.0,50
1122,MON,15898,A0529204,A05,A0529,90.0,68.0,0.0,1.0,0.0,0.0,0.0,22
1123,MON,17045,A0110404,A01,A0110,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
1124,MON,17769,A0404301,A04,A0404,240.0,180.0,8.0,5.0,2.0,4.0,2.0,60
1125,MON,18849,A0615301,A06,A0615,120.0,90.0,0.0,0.0,0.0,1.0,0.0,30
1126,MON,23604,A0531301,A05,A0531,120.0,90.0,1.0,0.0,0.0,0.0,0.0,30
1127,MON,29405,A0605102,A06,A0605,168.0,126.0,1.0,0.0,1.0,0.0,0.0,42
1128,MON,29409,A0531203,A05,A0531,64.0,48.0,0.0,0.0,0.0,1.0,0.0,16
1129,MON,30249,A0244102,A02,A0244,120.0,90.0,1.0,2.0,1.0,0.0,1.0,30
1130,MON,30379,A0503403,A05,A0503,240.0,180.0,0.0,1.0,0.0,0.0,0.0,60
1131,MON,31170,A0321106,A03,A0321,320.0,240.0,0.0,2.0,0.0,0.0,0.0,80
1132,MON,38489,A0239203,A02,A0239,80.0,60.0,1.0,1.0,0.0,0.0,0.0,20
1133,MON,40973,A0729101,A07,A0729,81.0,61.0,0.0,1.0,1.0,1.0,0.0,20
1134,MON,42671,A0732404,A07,A0732,240.0,180.0,1.0,1.0,1.0,0.0,0.0,60
1135,MON,58289,A0746202,A07,A0746,210.0,158.0,2.0,1.0,1.0,0.0,0.0,52
1136,MON,58291,A0727201,A07,A0727,222.0,167.0,0.0,1.0,2.0,0.0,0.0,55
1137,MON,58292,A0738503,A07,A0738,120.0,90.0,1.0,1.0,1.0,2.0,0.0,30
1138,MON,60051,A0316304,A03,A0316,160.0,120.0,0.0,0.0,0.0,1.0,0.0,40
1139,MON,60322,A0615504,A06,A0615,640.0,480.0,0.0,0.0,1.0,0.0,0.0,160
1140,MON,67719,A0403403,A04,A0403,96.0,72.0,4.0,3.0,2.0,1.0,2.0,24
1141,MON,67720,A0403302,A04,A0403,80.0,60.0,0.0,1.0,0.0,3.0,0.0,20
1142,MON,67726,A0401401,A04,A0401,160.0,120.0,0.0,1.0,0.0,0.0,0.0,40
1143,MON,67828,A0403103,A04,A0403,80.0,60.0,2.0,2.0,0.0,0.0,0.0,20
1144,MON,71388,A0221203,A02,A0221,100.0,75.0,1.0,0.0,0.0,0.0,0.0,25
1145,MON,74315,A0626502,A06,A0626,96.0,72.0,5.0,4.0,8.0,5.0,0.0,24
1146,MON,74349,R0412103,R04,R0412,1973.0,986.0,1.0,1.0,0.0,2.0,0.0,987
1147,MON,75942,A0740504,A07,A0740,112.0,84.0,1.0,0.0,0.0,0.0,0.0,28
1148,MON,81960,A0203104,A02,A0203,135.0,101.0,0.0,0.0,1.0,0.0,0.0,34
1149,MON,82067,A0715504,A07,A0715,144.0,108.0,1.0,1.0,4.0,0.0,3.0,36
1150,MON,84147,A0708204,A07,A0708,96.0,72.0,0.0,1.0,2.0,0.0,0.0,24
1151,MON,87272,A0524402,A05,A0524,60.0,45.0,1.0,8.0,0.0,2.0,2.0,15
1152,MON,117581,A0334201,A03,A0334,80.0,60.0,0.0,0.0,1.0,0.0,0.0,20
1153,MON,124265,A0109502,A01,A0109,80.0,60.0,0.0,2.0,0.0,0.0,0.0,20
1154,MON,125497,R0412102,R04,R0412,1440.0,720.0,1.0,7.0,4.0,1.0,0.0,720
1155,MON,127453,A0334208,A03,A0334,240.0,180.0,0.0,0.0,1.0,0.0,0.0,60
1156,MON,127461,A0345406,A03,A0345,240.0,180.0,0.0,1.0,0.0,0.0,0.0,60
1157,MON,127550,A0628102,A06,A0628,268.0,201.0,0.0,0.0,1.0,0.0,0.0,67
1158,MON,132373,A0615104,A06,A0615,80.0,60.0,0.0,0.0,0.0,1.0,0.0,20
1159,MON,132374,A0616204,A06,A0616,140.0,105.0,1.0,0.0,0.0,0.0,0.0,35
1160,MON,132375,A0618201,A06,A0618,132.0,99.0,0.0,1.0,0.0,0.0,0.0,33
1161,MON,133426,A0629104,A06,A0629,240.0,180.0,1.0,0.0,0.0,0.0,0.0,60
1162,MON,135079,A0614404,A06,A0614,90.0,68.0,1.0,3.0,2.0,1.0,0.0,22
1163,MON,139144,A0506201,A05,A0506,105.0,79.0,1.0,0.0,0.0,0.0,0.0,26
1164,MON,139847,R0413101,R04,R0413,1470.0,735.0,3.0,2.0,11.0,0.0,0.0,735
1165,MON,139867,A0728104,A07,A0728,224.0,168.0,0.0,0.0,1.0,0.0,0.0,56
1166,MON,139922,A0306505,A03,A0306,320.0,240.0,0.0,0.0,0.0,1.0,0.0,80
1167,MON,139923,A0424304,A04,A0424,320.0,240.0,0.0,0.0,1.0,1.0,0.0,80
1168,MON,139924,A0334306,A03,A0334,320.0,240.0,0.0,0.0,1.0,0.0,0.0,80
1169,MON,140882,A0230305,A02,A0230,180.0,135.0,2.0,5.0,4.0,2.0,4.0,45
1170,MON,146288,A0539401,A05,A0539,168.0,126.0,0.0,1.0,0.0,0.0,0.0,42
1171,MON,146742,A0108501,A01,A0108,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
1172,MON,146925,A0703101,A07,A0703,112.0,84.0,0.0,0.0,0.0,1.0,0.0,28
1173,MON,147353,A0122103,A01,A0122,192.0,144.0,0.0,0.0,0.0,1.0,0.0,48
1174,MON,147354,A0122104,A01,A0122,100.0,75.0,0.0,1.0,0.0,0.0,0.0,25
1175,MON,150424,A0645203,A06,A0645,480.0,360.0,0.0,1.0,0.0,0.0,0.0,120
1176,MON,151905,A0617404,A06,A0617,288.0,216.0,0.0,0.0,1.0,0.0,0.0,72
1177,MON,152418,A0309505,A03,A0309,100.0,75.0,0.0,0.0,1.0,0.0,0.0,25
1178,MON,153118,A0213104,A02,A0213,144.0,108.0,1.0,1.0,0.0,0.0,0.0,36
1179,MON,153124,A0246207,A02,A0246,144.0,108.0,0.0,3.0,1.0,0.0,0.0,36
1180,MON,153126,A0246204,A02,A0246,180.0,135.0,1.0,0.0,1.0,0.0,0.0,45
1181,MON,157648,A0336106,A03,A0336,240.0,180.0,0.0,2.0,1.0,1.0,1.0,60
1182,MON,159789,A0318503,A03,A0318,800.0,600.0,0.0,0.0,1.0,2.0,0.0,200
1183,MON,160241,A0803201,A08,A0803,520.0,390.0,0.0,0.0,0.0,2.0,0.0,130
1184,MON,163480,A0542202,A05,A0542,80.0,60.0,0.0,1.0,0.0,0.0,0.0,20
1185,MON,164264,A0840302,A08,A0840,288.0,216.0,0.0,1.0,2.0,1.0,0.0,72
1186,MON,165390,A0438402,A04,A0438,240.0,180.0,0.0,0.0,0.0,0.0,1.0,60
1187,MON,167721,A0324101,A03,A0324,320.0,240.0,0.0,0.0,1.0,0.0,0.0,80
1188,MON,167781,A0803303,A08,A0803,180.0,135.0,0.0,4.0,5.0,2.0,0.0,45
